id,sentence,subject_entity,object_entity,label
1826,"대한민국에서는 주찬양선교단, 다윗과 요나단, 소리엘, 최덕신, 박종호, 하덕규, 강명식, 김도현,김명식, 꿈이 있는 자유, 정종원, 한웅재, 송정미, 소향, 향기로운 나무, 김수진, PK, 천관웅, 어노인팅, 예수전도단, 옹기장이, 바이러스, 디사이플스, 마커스워십, J-US , WELOVE, 빛가운데로,마커스 워십 등이 CCM 음악가로 잘 알려져 있다.","{'word': 'CCM', 'start_idx': 181, 'end_idx': 183, 'type': 'GEN'}","{'word': '대한민국', 'start_idx': 0, 'end_idx': 3, 'type': 'LOC'}",no_relation
977,RCA 레코드의 프로듀서였던 쳇 에킨스는 컨트리 팝의 최초의 선구자로 대우받는데 도시적 감각과 시골적 느낌을 섞은 컨트리 폴리탄 사운드를 만들어냈다.,"{'word': '쳇 에킨스', 'start_idx': 16, 'end_idx': 20, 'type': 'ART'}","{'word': '컨트리 팝', 'start_idx': 23, 'end_idx': 27, 'type': 'GEN'}",no_relation
1704,"프리스, 사이먼; 윌 스트로; 존 스트리트 편집. 케임브리지 대중 음악의 이해. Cambridge University Press, 2001. ISBN 0-521-55660-0","{'word': '케임브리지 대중 음악의 이해', 'start_idx': 28, 'end_idx': 42, 'type': 'POH'}","{'word': '2001', 'start_idx': 73, 'end_idx': 76, 'type': 'DAT'}",product:origin
1909,"시부야계 관련 뮤지션에는 피치카토 파이브, 고니시 야스하루, 판타스틱 플라스틱 머신, 캡슐, 나카타 야스타카, COLTEMONIKHA, Perfume, 고시지마 도시코, FreeTEMPO, DJ KAWASAKI, DJ Okawari, Daishi Dance, 800 Cherries, Buffalo Daughter, 세씨, 씨보 마토, 차피, Chocolat, Copter4016882, 코넬리우스, Cubismo Grafico, Cymbals, Dahlia, 플리퍼스 기타, Gulliver, Hazel Nuts Chocolate, Hi-Posi, Hideki Kaji, Kahimi Karie, Kiiiiiii, Kirinji, Macdonald Duck Eclair, m-flo, Misswonda, Nagisa Cosmetic, 마키 노미야, 카리야 노모토, 오자와 겐지, 오리지널 러브 (다지마 다카오), P&ART SASANOOOHA, 패리스 매치, Pine*AM, Plus-Tech Squeeze Box, 시이나 켄스케, 사운드 호라이즌, 스트로베리 머신, 미네카와 다카코, 오에 다쓰야 (캡틴 펑크), Towa Tei, 타코반장, 오노 요코, 스나하라 요시노리, 유카리 프레시 등이 있다. ","{'word': '시부야계', 'start_idx': 0, 'end_idx': 3, 'type': 'GEN'}","{'word': '마키 노미야', 'start_idx': 412, 'end_idx': 417, 'type': 'ART'}",genre:artist
439,"이윽고 가스펠과 블루스는 서로 결합에 이르게 되는데, 1960~1970년대에 소울 블루스라는 새로운 장르가 생긴다.","{'word': '1960~1970년대', 'start_idx': 30, 'end_idx': 40, 'type': 'DAT'}","{'word': '블루스', 'start_idx': 9, 'end_idx': 11, 'type': 'GEN'}",no_relation
675,"이후 조용필이나 김연자, 계은숙 등의 가수가 일본에서 활동 하는 계기가 되었고, 많은 트로트 곡이 히트 하기도 했다.","{'word': '조용필', 'start_idx': 3, 'end_idx': 5, 'type': 'ART'}","{'word': '트로트', 'start_idx': 48, 'end_idx': 50, 'type': 'GEN'}",no_relation
522,"흔히 영국의 로커 빌리, R&B와 영국 컨트리 음악의 퓨전, 영국의 블루그래스 등으로 규정되는 스키플은, 초기의 가난했던 미국 흑인들의 블루스와 재즈를 연주하기 위한 영국인들의 시도에서 출발했다.","{'word': '스키플', 'start_idx': 53, 'end_idx': 55, 'type': 'GEN'}","{'word': '로커 빌리', 'start_idx': 7, 'end_idx': 11, 'type': 'GEN'}",genre:super_genre
2731,"화이트맨의 성공은 하인스(1928년 시카고의 그랜드 테라스 카페에서 시작), 듀크 엘링턴(1927년 할렘의 코튼 클럽에서 시작), 리오넬 햄튼, 플레처 헨더슨, 클로드 홉킨스, 돈 레드먼 등 흑인들의 재즈를 발전시키는 계기가 됐다.","{'word': '1928년', 'start_idx': 14, 'end_idx': 18, 'type': 'DAT'}","{'word': '1927년', 'start_idx': 50, 'end_idx': 54, 'type': 'DAT'}",no_relation
810,소란스러운 남부의 바에서 탄생한 홍키 통크는 컨트리 음악과 가장 관련이 있는 장르이다.,"{'word': '컨트리 음악', 'start_idx': 25, 'end_idx': 30, 'type': 'GEN'}","{'word': '홍키 통크', 'start_idx': 18, 'end_idx': 22, 'type': 'GEN'}",genre:sub_genre
3086,"1980년대 초, 스무스 재즈라고 불리는 재즈 퓨전이라는 상업적 형태가 성공하며 라디오 방송의 중요한 부분을 담당하였다.","{'word': '1980년대 초', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}","{'word': '재즈 퓨전', 'start_idx': 23, 'end_idx': 27, 'type': 'GEN'}",no_relation
791,"대표적으로 박재홍의 《유정 천리》와 같은 곡을 비롯해 많은 곡이 1988년까지 발행되지는 않았으나, 인기를 끌어 노래는 불리는 모습이 나타나기도 했다.","{'word': '박재홍', 'start_idx': 6, 'end_idx': 8, 'type': 'ART'}","{'word': '1988년', 'start_idx': 36, 'end_idx': 40, 'type': 'DAT'}",no_relation
774,"1957년에는 ‘엘레지의 여왕’이라는 별명을 가진 대한의 대표 가수 이미자가 데뷔했으며, 1959년경부터 LP판의 시대가 시작되었다.","{'word': '1959년경', 'start_idx': 50, 'end_idx': 55, 'type': 'DAT'}","{'word': '이미자', 'start_idx': 38, 'end_idx': 40, 'type': 'ART'}",no_relation
1879,"시부야계 관련 뮤지션에는 피치카토 파이브, 고니시 야스하루, 판타스틱 플라스틱 머신, 캡슐, 나카타 야스타카, COLTEMONIKHA, Perfume, 고시지마 도시코, FreeTEMPO, DJ KAWASAKI, DJ Okawari, Daishi Dance, 800 Cherries, Buffalo Daughter, 세씨, 씨보 마토, 차피, Chocolat, Copter4016882, 코넬리우스, Cubismo Grafico, Cymbals, Dahlia, 플리퍼스 기타, Gulliver, Hazel Nuts Chocolate, Hi-Posi, Hideki Kaji, Kahimi Karie, Kiiiiiii, Kirinji, Macdonald Duck Eclair, m-flo, Misswonda, Nagisa Cosmetic, 마키 노미야, 카리야 노모토, 오자와 겐지, 오리지널 러브 (다지마 다카오), P&ART SASANOOOHA, 패리스 매치, Pine*AM, Plus-Tech Squeeze Box, 시이나 켄스케, 사운드 호라이즌, 스트로베리 머신, 미네카와 다카코, 오에 다쓰야 (캡틴 펑크), Towa Tei, 타코반장, 오노 요코, 스나하라 요시노리, 유카리 프레시 등이 있다. ","{'word': '시부야계', 'start_idx': 0, 'end_idx': 3, 'type': 'GEN'}","{'word': 'COLTEMONIKHA', 'start_idx': 62, 'end_idx': 73, 'type': 'ART'}",genre:artist
984,컨트리 음악은 미국 남부 포크 음악에서 파생되었는데 애팔래치아 산맥과 블루스 그리고 고전 컨트리는 기타와 피들을 사용하는 등 다분히 포크적이다.,"{'word': '애팔래치아 산맥', 'start_idx': 29, 'end_idx': 36, 'type': 'LOC'}","{'word': '미국 남부', 'start_idx': 8, 'end_idx': 12, 'type': 'LOC'}",no_relation
1100,"종종 드림팝과도 같은 의미로 쓰이며 대표적인 밴드로 마이 블러디 발렌타인, 슬로다이브, 라이드, 챕터하우스, 러쉬(Lush) 등이 있다.","{'word': '라이드', 'start_idx': 49, 'end_idx': 51, 'type': 'ART'}","{'word': '드림팝', 'start_idx': 3, 'end_idx': 5, 'type': 'GEN'}",no_relation
1613,"한편, 서부 해안에서는 찰스 라이트 & 와츠 103번가 리듬 밴드가 1967년 첫 앨범을 시작으로 펑크 트랙을 발매하고 있었으며, 1971년 클래식 싱글 ""Express Yourself""로 정점을 찍었다.","{'word': '1967년', 'start_idx': 38, 'end_idx': 42, 'type': 'DAT'}","{'word': '서부 해안', 'start_idx': 4, 'end_idx': 8, 'type': 'LOC'}",no_relation
39,"에미넴의 <The Marshall Mathers LP>, 제이 Z의 <The Blueprint>, 나스의 <Stillmatic>, 50센트의 <Get Rich or Die Tryin’>, T.I.의 <KING>, 영 지지의 <Let’s Get It: Thug Motivation 101>, 릴 웨인의 <Tha Carter III>, 카니예 웨스트의 <Late Registration> 등이 있다.","{'word': '릴 웨인', 'start_idx': 162, 'end_idx': 165, 'type': 'ART'}","{'word': 'Tha Carter III', 'start_idx': 169, 'end_idx': 182, 'type': 'POH'}",producer:product
2137,"로큰롤의 발생지는 미국 남부 지방으로 알려져 있으며, 초기의 주요 로큰롤 활동이 가장 활발했던 지방이다.","{'word': '로큰롤', 'start_idx': 0, 'end_idx': 2, 'type': 'GEN'}","{'word': '미국 남부 지방', 'start_idx': 10, 'end_idx': 17, 'type': 'LOC'}",genre:origin
2045,"『American Popular Music』라는 교본에서는 팝 록을 「엘튼 존, 폴 매카트니, 로드 스튜어트, 피터 프램튼과 같은 아티스트들에 의해 표현된 업비트한 부류의 록」으로 정의하고 있다. ","{'word': '엘튼 존', 'start_idx': 39, 'end_idx': 42, 'type': 'ART'}","{'word': '피터 프램튼', 'start_idx': 62, 'end_idx': 67, 'type': 'ART'}",no_relation
1205,펑크는 1990년대 후반과 2000년대의 특정 아티스트들의 주요 요소다.,"{'word': '펑크', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}","{'word': '1990년대 후반과 2000년대', 'start_idx': 4, 'end_idx': 20, 'type': 'DAT'}",no_relation
993,밥 윌리스와 밀톤 브라운은 30년대 웨스턴 스윙으로 인기를 끌었고 윌즈는 이 장르의 아버지로 불린다.,"{'word': '밀톤 브라운', 'start_idx': 7, 'end_idx': 12, 'type': 'ART'}","{'word': '30년대', 'start_idx': 15, 'end_idx': 18, 'type': 'DAT'}",no_relation
708,미8군 무대에서 활동하다가 데뷔한 현미의 《밤안개》가 인기를 끌었다.,"{'word': '현미', 'start_idx': 19, 'end_idx': 20, 'type': 'ART'}","{'word': '밤안개', 'start_idx': 24, 'end_idx': 26, 'type': 'POH'}",producer:product
103,이외에도 많은 사건이 있지만 역시 90년대 힙합을 대표하는 아이콘은 투팍과 그의 라이벌 비기다.,"{'word': '투팍', 'start_idx': 38, 'end_idx': 39, 'type': 'ART'}","{'word': '90년대', 'start_idx': 19, 'end_idx': 22, 'type': 'DAT'}",no_relation
3339,"라이브 계측기와 재즈 하우스의 비트를 결합한 것부터 전자적 요소가 가미된 밴드 기반의 즉흥 재즈(예: Bugge Weseltoft, Jaga Jazzist, Nils Petter) 스타일까지 다양하다.","{'word': '재즈 하우스', 'start_idx': 9, 'end_idx': 14, 'type': 'GEN'}","{'word': 'Nils Petter', 'start_idx': 88, 'end_idx': 98, 'type': 'ART'}",no_relation
2826,"1970년대에 베티 카터, 아트 블레이키, 재즈 메신저 등의 그룹은 퓨전이나 재즈 록의 한복판에서 보수적인 재즈 접근방식을 유지했고, 그들의 행동을 예측하는 데 어려움을 겪으면서, 하드밥이나 비밥과 같은 전통 스타일을 진정성 있게 연주할 젊은 세대들을 찾으려고 애썼다.","{'word': '하드밥', 'start_idx': 101, 'end_idx': 103, 'type': 'GEN'}","{'word': '베티 카터', 'start_idx': 8, 'end_idx': 12, 'type': 'ART'}",genre:artist
2805,코네티스트 버디 볼든은 1895년부터 1906년까지 뉴올리언스에서 뛰었지만 현재 그의 녹음된 음원은 존재하지 않는다.,"{'word': '뉴올리언스', 'start_idx': 29, 'end_idx': 33, 'type': 'LOC'}","{'word': '코네티스트 버디 볼든', 'start_idx': 0, 'end_idx': 10, 'type': 'ART'}",no_relation
3383,1977년 존 트라볼타 주연의 영화《토요일 밤의 열기》(Saturday Night Fever)가 세계적으로 크게 인기를 얻으면서 널리 알려졌다.,"{'word': '존 트라볼타', 'start_idx': 6, 'end_idx': 11, 'type': 'ART'}","{'word': '토요일 밤의 열기', 'start_idx': 20, 'end_idx': 28, 'type': 'POH'}",producer:product
2012,"전자음악은 1950년대까지 지배적이었던 총렬음악에서 벗어난 새로운 음악어법과 사상적 배경을 찾던 작곡가들의 의도와, 전자기기의 발전이 자연스럽게 결합한 형태라고 볼 수 있다.","{'word': '1950년대', 'start_idx': 6, 'end_idx': 11, 'type': 'DAT'}","{'word': '총렬음악', 'start_idx': 22, 'end_idx': 25, 'type': 'GEN'}",no_relation
2279,"1960년대 말, 블루스 록과 초기 영국 록 밴드들의 음악을 섞은 블랙 사바스, 레드 제플린같은 밴드들이 하드 록을 탄생시켰다.","{'word': '영국 록 밴드', 'start_idx': 20, 'end_idx': 26, 'type': 'COM'}","{'word': '하드 록', 'start_idx': 59, 'end_idx': 62, 'type': 'GEN'}",no_relation
102,이외에도 많은 사건이 있지만 역시 90년대 힙합을 대표하는 아이콘은 투팍과 그의 라이벌 비기다.,"{'word': '90년대', 'start_idx': 19, 'end_idx': 22, 'type': 'DAT'}","{'word': '비기', 'start_idx': 49, 'end_idx': 50, 'type': 'ART'}",no_relation
2176,한편 블랙 사바스는 주다스 프리스트와 레인보우의 헤비 메탈 노선을 따라 Technical Ecstasy를 내면서 그들 초기 음악의 어두움을 지워버렸다.,"{'word': '블랙 사바스', 'start_idx': 3, 'end_idx': 8, 'type': 'ART'}","{'word': 'Technical Ecstasy', 'start_idx': 40, 'end_idx': 56, 'type': 'POH'}",producer:product
2107,1940년대 후반 ~ 1950년대 초반의 초기 로큰롤을 살펴보면 주로 피아노나 색소폰이 리드악기로 사용되었다.,"{'word': '로큰롤', 'start_idx': 26, 'end_idx': 28, 'type': 'GEN'}","{'word': '1940년대 후반 ~ 1950년대 초반', 'start_idx': 0, 'end_idx': 20, 'type': 'DAT'}",no_relation
3464,영국에서 기원하여 전승된 발라드 305종을 19세기 말엽 '프랜시스 제임스 차일드'라는 학자가 수집하고 정리하였다.,"{'word': '프랜시스 제임스 차일드', 'start_idx': 33, 'end_idx': 44, 'type': 'ART'}","{'word': '발라드 305종', 'start_idx': 14, 'end_idx': 21, 'type': 'POH'}",producer:product
3458,"차일드 발라드에 포함된 것과 같은 기원이 오래된 전승 발라드에 대하여, 대체로 19세기 이후 영국이나 미국에서 실제로 일어난 일들을 노래한 발라드를 ""브로드사이드 발라드""(Broadside Ballade)라 부르고 있다.","{'word': '브로드사이드 발라드', 'start_idx': 84, 'end_idx': 93, 'type': 'GEN'}","{'word': 'Broadside Ballade', 'start_idx': 96, 'end_idx': 112, 'type': 'GEN'}",genre:alternate_name
3040,"재즈 융합의 주목할 만한 연주자로는 마일즈 데이비스, 에디 해리스, 키보드 연주자 조 자위눌, 칙 코레아, 허비 핸콕, 게리 버튼, 토니 윌리엄스, 장 루크 폰티, 래리 코릴, 알 디 메올라, 존 맥러플린 등이 있다.","{'word': '허비 핸콕', 'start_idx': 60, 'end_idx': 64, 'type': 'ART'}","{'word': '게리 버튼', 'start_idx': 67, 'end_idx': 71, 'type': 'ART'}",no_relation
1304,"장르에 속하는 행위로는 독일의 밴드 Can, 미국의 아티스트 슬라이 스톤, 조지 클린턴 등이 있으며 1980년대 초 영국과 미국의 포스트펑크 아티스트, 1970년대 후반의 뉴욕 노 웨이브 씬(no wave scene)의 아티스트들도 오넷 콜맨과 같은 인물의 영향을 받아 아방가르드 펑크를 시작했다.","{'word': '1980년대', 'start_idx': 56, 'end_idx': 61, 'type': 'DAT'}","{'word': '미국', 'start_idx': 25, 'end_idx': 26, 'type': 'LOC'}",no_relation
1595,"첫 번째 예는 버디 볼든의 노래인, 도널드 M. 마르키스에 따르면, ""펑키 버트"" 또는 ""버디 볼든의 블루스""로 기억되는데, 이 가사는 ""코믹하고 가벼운"" 또는 ""투박함으로 완전히 음탕한""이었지만, 어떤 식으로든 볼든 볼든 밴드가 연주하는 댄스는 땀에 젖은 분위기를 나타낸다. 1950년대 후반부터 1960년대 초까지 재즈음악의 맥락에서 ""펑크""와 ""펑키""가 점점 더 많이 사용되었을 때, 그 용어는 여전히 무례하고 예의바른 곳에서 사용하기에 부적절한 것으로 여겨졌다.","{'word': '1960년대 초', 'start_idx': 167, 'end_idx': 174, 'type': 'DAT'}","{'word': '코믹하고 가벼운', 'start_idx': 77, 'end_idx': 84, 'type': 'POH'}",no_relation
787,"또한 최유나의 《흔적》, 한혜진의 《갈색추억》, 박윤경의 《부초》 등 서정적이고 단조로운 분위기의 트로트들이 주로 인기를 얻기도 하였다.","{'word': '트로트', 'start_idx': 55, 'end_idx': 57, 'type': 'GEN'}","{'word': '부초', 'start_idx': 33, 'end_idx': 34, 'type': 'POH'}",no_relation
3450,발라드는 랩과 반대로 대체적으로 조용한 음악이다.,"{'word': '랩', 'start_idx': 5, 'end_idx': 5, 'type': 'GEN'}","{'word': '발라드', 'start_idx': 0, 'end_idx': 2, 'type': 'GEN'}",no_relation
2103,"1995년 6월 Nervous Records와 Project X Magazine은 첫 'Dance Music Award'를 취재했는데, 이것을 'Electronic Dance Music'이라고 칭하였다.","{'word': '1995년 6월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}","{'word': 'Project X Magazine', 'start_idx': 26, 'end_idx': 43, 'type': 'COM'}",no_relation
932,40년대 중반 시작된 블루그레스는 50년대 인기를 끌었고 그 사운드는 컨트리의 일부가 되었으며 그들의 발자국을 따라가는 많은 밴드들을 거느리게 되었다.,"{'word': '40년대 중반', 'start_idx': 0, 'end_idx': 6, 'type': 'DAT'}","{'word': '블루그레스', 'start_idx': 12, 'end_idx': 16, 'type': 'GEN'}",no_relation
2231,"1974년, 배드 컴퍼니가 하드 록에 또다른 중요한 영향을 미치는 데뷔 앨범을 발매했다.","{'word': '배드 컴퍼니', 'start_idx': 7, 'end_idx': 12, 'type': 'ART'}","{'word': '하드 록', 'start_idx': 15, 'end_idx': 18, 'type': 'GEN'}",no_relation
2650,젤리 롤 모튼과 마찬가지로 암스트롱도 휘둘러진 음을 유리하게 래그타임의 뻣뻣함을 버렸다는 공로를 인정받고 있다.,"{'word': '래그타임', 'start_idx': 34, 'end_idx': 37, 'type': 'GEN'}","{'word': '암스트롱', 'start_idx': 15, 'end_idx': 18, 'type': 'ART'}",genre:artist
737,그리고 2005년에 박상철이 발표한 《무조건》은 남성들이 노래방에서 아님 회식 자리 등 여러 행사에서 선곡되는 트로트곡 1위로 자리 잡았다.,"{'word': '2005년', 'start_idx': 4, 'end_idx': 8, 'type': 'DAT'}","{'word': '무조건', 'start_idx': 21, 'end_idx': 23, 'type': 'POH'}",no_relation
2127,"로큰롤(rock 'n' roll)은 1940년대 말부터 1950년대 후반에 생겨 미국에서 발전된 대중음악 장르로, 주로 아프리카계 미국인들의 블루스, 컨트리, 재즈, 가스펠 이 혼합된 형태다.","{'word': '로큰롤', 'start_idx': 0, 'end_idx': 2, 'type': 'GEN'}","{'word': '컨트리', 'start_idx': 84, 'end_idx': 86, 'type': 'GEN'}",genre:super_genre
1609,"초기 펑크 베이스라인은 싱코페이션(일반적으로 싱코페이션된 8분음표)을 사용했지만, 뉴올리언스 펑크보다 더 많은 ""워킹""이 추가되면서, 블루스 스케일 음계와 함께 루트와 3음을 사용했다.","{'word': '블루스', 'start_idx': 75, 'end_idx': 77, 'type': 'GEN'}","{'word': '뉴올리언스 펑크', 'start_idx': 46, 'end_idx': 53, 'type': 'GEN'}",no_relation
3345,"아미리 바라카는 화이트 재즈 장르가 있다고 주장한다. 1910년대 뉴올리언스에서 릴라이언스 밴드를 운영했던 파파 잭 레인은 ""화이트 재즈의 아버지""라고 불렸다.","{'word': '화이트 재즈', 'start_idx': 70, 'end_idx': 75, 'type': 'GEN'}","{'word': '1910년대', 'start_idx': 30, 'end_idx': 35, 'type': 'DAT'}",genre:origin
1534,제임스 브라운은 락앤롤에 처음으로 펑크를 도입했다.,"{'word': '제임스 브라운', 'start_idx': 0, 'end_idx': 6, 'type': 'ART'}","{'word': '펑크', 'start_idx': 19, 'end_idx': 20, 'type': 'GEN'}",no_relation
1607,펑크의 콜 앤 리스폰스(Call and Response)는 리드 싱어와 코러스 보컬로 활동하는 밴드 멤버들 사이에서 서로 이루어질 수 있다.,"{'word': 'Call and Response', 'start_idx': 13, 'end_idx': 29, 'type': 'POH'}","{'word': '펑크', 'start_idx': 0, 'end_idx': 1, 'type': 'GEN'}",no_relation
620,"또한 1961년은 한명숙이 발표한 《노란 샤쓰의 사나이》가 크게 인기를 끌었으며, 프랑스의 샹송 가수 이베트 지로나 일본의 하마무라 미치코 등이 리메이크하면서 대한민국 뿐만 아니라 동남아시아권까지 크게 유행하기도 하였다.","{'word': '1961년', 'start_idx': 3, 'end_idx': 7, 'type': 'DAT'}","{'word': '일본', 'start_idx': 65, 'end_idx': 66, 'type': 'LOC'}",no_relation
714,"1987년에는 당시 여고생이던 문희옥이 《사투리 디스코 메들리》로 360만 장을 판매하는 경이적인 기록을 세우면서 데뷔했으며, 1989년에는 당시에 새로운 도시로 떠오르던 남서울 영동을 노래 한 《사랑의 거리》를 발표했다.","{'word': '1989년', 'start_idx': 71, 'end_idx': 75, 'type': 'DAT'}","{'word': '문희옥', 'start_idx': 17, 'end_idx': 19, 'type': 'ART'}",no_relation
2940,래그타임은 1895년에 어니스트 호건과 같은 흑인 음악가들에 의해 대중화된 악보로 등장했다.,"{'word': '어니스트 호건', 'start_idx': 13, 'end_idx': 19, 'type': 'ART'}","{'word': '1895년', 'start_idx': 6, 'end_idx': 10, 'type': 'DAT'}",no_relation
971,"베이커스필드 사운드에서 최초로 발생했는데 그의 강력한 비트와 전기적 악기, 옛 홍키 통크에 대한 애정 등이 이유였다.","{'word': '베이커스필드 사운드', 'start_idx': 0, 'end_idx': 9, 'type': 'GEN'}","{'word': '홍키 통크', 'start_idx': 44, 'end_idx': 48, 'type': 'GEN'}",no_relation
776,"또한 트로트는 미국의 춤곡인 폭스트롯(영어: Foxtrot)이 트로트의 어원이며, 기존의 동양 전통 음악과 미국, 유럽 국가들의 다양한 음악들이 혼합하여 탄생했다.","{'word': '트로트', 'start_idx': 3, 'end_idx': 5, 'type': 'GEN'}","{'word': '폭스트롯', 'start_idx': 16, 'end_idx': 19, 'type': 'POH'}",genre:origin
1174,"이전에 팝 소울의 뚜렷한 혼합물인 ""Motown Sound""를 정의하는 것을 도왔던 The Travitations는 1960년대 말에 또한 이 새로운 사이키델릭 사운드를 채택했다.","{'word': 'Motown Sound', 'start_idx': 20, 'end_idx': 31, 'type': 'POH'}","{'word': 'The Travitations', 'start_idx': 47, 'end_idx': 62, 'type': 'ART'}",product:origin
